"gs_name","gs_description"
"REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS_","Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)"
"REACTOME_DEFENSINS","Defensins"
"REACTOME_DEGRADATION_OF_AXIN","Degradation of AXIN"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX","Degradation of beta-catenin by the destruction complex"
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE","Degradation of cysteine and homocysteine"
"REACTOME_DEGRADATION_OF_DVL","Degradation of DVL"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","Degradation of GLI1 by the proteasome"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","Degradation of the extracellular matrix"
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA","Depolymerisation of the Nuclear Lamina"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","Deposition of new CENPA-containing nucleosomes at the centromere"
"REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS","Dermatan sulfate biosynthesis"
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES","Detoxification of Reactive Oxygen Species"
"REACTOME_DEUBIQUITINATION","Deubiquitination"
"REACTOME_DEVELOPMENTAL_BIOLOGY","Developmental Biology"
"REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION_","DEx/H-box helicases activate type I IFN and inflammatory cytokines production "
"REACTOME_DIGESTION","Digestion"
"REACTOME_DIGESTION_AND_ABSORPTION","Digestion and absorption"
"REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE","Digestion of dietary carbohydrate"
"REACTOME_DIGESTION_OF_DIETARY_LIPID","Digestion of dietary lipid"
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE","Disassembly of the destruction complex and recruitment of AXIN to the membrane"
"REACTOME_DISEASE","Disease"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM","Diseases associated with glycosaminoglycan metabolism"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS","Diseases associated with glycosylation precursor biosynthesis"
"REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS","Diseases associated with N-glycosylation of proteins"
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS","Diseases associated with O-glycosylation of proteins"
"REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM","Diseases associated with surfactant metabolism"
"REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR","Diseases of Base Excision Repair"
"REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM","Diseases of carbohydrate metabolism"
"REACTOME_DISEASES_OF_DNA_REPAIR","Diseases of DNA repair"
"REACTOME_DISEASES_OF_GLYCOSYLATION","Diseases of glycosylation"
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM","Diseases of Immune System"
"REACTOME_DISEASES_OF_METABOLISM","Diseases of metabolism"
"REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR_","Diseases of Mismatch Repair (MMR)"
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE","Diseases of mitotic cell cycle"
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH","Diseases of programmed cell death"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","Diseases of signal transduction by growth factor receptors and second messengers"
"REACTOME_DISINHIBITION_OF_SNARE_FORMATION","Disinhibition of SNARE formation"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS","Disorders of transmembrane transporters"
"REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1","Displacement of DNA glycosylase by APEX1"
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT","Dissolution of Fibrin Clot"
"REACTOME_DNA_DAMAGE_BYPASS","DNA Damage Bypass"
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER","DNA Damage Recognition in GG-NER"
"REACTOME_DNA_DAMAGE_REVERSAL","DNA Damage Reversal"
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE","DNA Damage/Telomere Stress Induced Senescence"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR","DNA Double-Strand Break Repair"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE","DNA Double Strand Break Response"
"REACTOME_DNA_METHYLATION","DNA methylation"
"REACTOME_DNA_REPAIR","DNA Repair"
"REACTOME_DNA_REPLICATION","DNA Replication"
"REACTOME_DNA_REPLICATION_INITIATION","DNA replication initiation"
"REACTOME_DNA_REPLICATION_PRE_INITIATION","DNA Replication Pre-Initiation"
"REACTOME_DNA_STRAND_ELONGATION","DNA strand elongation"
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE","Dopamine Neurotransmitter Release Cycle"
"REACTOME_DOPAMINE_RECEPTORS","Dopamine receptors"
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING","Downregulation of ERBB2:ERBB3 signaling"
"REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING","Downregulation of ERBB2 signaling"
"REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING","Downregulation of ERBB4 signaling"
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","Downregulation of SMAD2/3:SMAD4 transcriptional activity"
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","Downregulation of TGF-beta receptor signaling"
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION","Downstream signal transduction"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_","Downstream signaling events of B Cell Receptor (BCR)"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1","Downstream signaling of activated FGFR1"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2","Downstream signaling of activated FGFR2"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3","Downstream signaling of activated FGFR3"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4","Downstream signaling of activated FGFR4"
"REACTOME_DSCAM_INTERACTIONS","DSCAM interactions"
"REACTOME_DUAL_INCISION_IN_GG_NER","Dual Incision in GG-NER"
"REACTOME_DUAL_INCISION_IN_TC_NER","Dual incision in TC-NER"
"REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION","E2F-enabled inhibition of pre-replication complex formation"
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION","E2F mediated regulation of DNA replication"
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS","E3 ubiquitin ligases ubiquitinate target proteins"
"REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE","Early Phase of HIV Life Cycle"
"REACTOME_ECM_PROTEOGLYCANS","ECM proteoglycans"
"REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS","Effects of PIP2 hydrolysis"
"REACTOME_EGFR_DOWNREGULATION","EGFR downregulation"
"REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA","EGFR interacts with phospholipase C-gamma"
"REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN","EGFR Transactivation by Gastrin"
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION","EGR2 and SOX10-mediated initiation of Schwann cell myelination"
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS","Eicosanoid ligand-binding receptors"
"REACTOME_EICOSANOIDS","Eicosanoids"
"REACTOME_ELASTIC_FIBRE_FORMATION","Elastic fibre formation"
"REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS","Electric Transmission Across Gap Junctions"
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS","Elevation of cytosolic Ca2+ levels"
"REACTOME_ENDOGENOUS_STEROLS","Endogenous sterols"
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT_","Endosomal Sorting Complex Required For Transport (ESCRT)"
"REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY","Endosomal/Vacuolar pathway"
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","Energy dependent regulation of mTOR by LKB1-AMPK"
"REACTOME_ENOS_ACTIVATION","eNOS activation"
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS","EPH-ephrin mediated repulsion of cells"
"REACTOME_EPH_EPHRIN_SIGNALING","EPH-Ephrin signaling"
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","EPHA-mediated growth cone collapse"
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING","EPHB-mediated forward signaling"
"REACTOME_EPHRIN_SIGNALING","Ephrin signaling"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","Epigenetic regulation of gene expression"
"REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC_","ER Quality Control Compartment (ERQC)"
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT","ER to Golgi Anterograde Transport"
"REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING","ERBB2 Activates PTK6 Signaling"
"REACTOME_ERBB2_REGULATES_CELL_MOTILITY","ERBB2 Regulates Cell Motility"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression"
"REACTOME_ERK_MAPK_TARGETS","ERK/MAPK targets"
"REACTOME_ERKS_ARE_INACTIVATED","ERKs are inactivated"
"REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN","Erythrocytes take up carbon dioxide and release oxygen"
"REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE","Erythrocytes take up oxygen and release carbon dioxide"
"REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K_","Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
"REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG_","Erythropoietin activates Phospholipase C gamma (PLCG)"
"REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS","Erythropoietin activates RAS"
"REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5","Erythropoietin activates STAT5"
"REACTOME_ESR_MEDIATED_SIGNALING","ESR-mediated signaling"
"REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION","Establishment of Sister Chromatid Cohesion"
"REACTOME_ESTROGEN_BIOSYNTHESIS","Estrogen biosynthesis"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION","Estrogen-dependent gene expression"
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING","Estrogen-dependent nuclear events downstream of ESR-membrane signaling"
"REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ","Estrogen-stimulated signaling through PRKCZ"
"REACTOME_ETHANOL_OXIDATION","Ethanol oxidation"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","Eukaryotic Translation Elongation"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","Eukaryotic Translation Initiation"
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS","Export of Viral Ribonucleoproteins from Nucleus"
"REACTOME_EXTENSION_OF_TELOMERES","Extension of Telomeres"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING","Extra-nuclear estrogen signaling"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","Extracellular matrix organization"
"REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION","Extrinsic Pathway of Fibrin Clot Formation"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION","Factors involved in megakaryocyte development and platelet production"
"REACTOME_FANCONI_ANEMIA_PATHWAY","Fanconi Anemia Pathway"
"REACTOME_FASL_CD95L_SIGNALING","FasL/ CD95L signaling"
"REACTOME_FATTY_ACID_METABOLISM","Fatty acid metabolism"
"REACTOME_FATTY_ACIDS","Fatty acids"
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION","Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion"
"REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS","Fatty acyl-CoA biosynthesis"
"REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER","FBXW7 Mutants and NOTCH1 in Cancer"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","Fc epsilon receptor (FCERI) signaling"
"REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION","FCERI mediated Ca+2 mobilization"
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","FCERI mediated MAPK activation"
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION","FCERI mediated NF-kB activation"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","Fcgamma receptor (FCGR) dependent phagocytosis"
"REACTOME_FCGR_ACTIVATION","FCGR activation"
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS","FCGR3A-mediated IL10 synthesis"
"REACTOME_FERTILIZATION","Fertilization"
"REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION","FGFR1 ligand binding and activation"
"REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION","FGFR1 mutant receptor activation"
"REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION","FGFR1b ligand binding and activation"
"REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION","FGFR1c ligand binding and activation"
"REACTOME_FGFR2_ALTERNATIVE_SPLICING","FGFR2 alternative splicing"
"REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION","FGFR2 ligand binding and activation"
"REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION","FGFR2 mutant receptor activation"
"REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION","FGFR2b ligand binding and activation"
"REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION","FGFR2c ligand binding and activation"
"REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION","FGFR3 ligand binding and activation"
"REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION","FGFR3b ligand binding and activation"
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING","FGFRL1 modulation of FGFR1 signaling"
"REACTOME_FIBRONECTIN_MATRIX_FORMATION","Fibronectin matrix formation"
"REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE","Ficolins bind to repetitive carbohydrate structures on the target cell surface"
"REACTOME_FLT3_SIGNALING","FLT3 Signaling"
"REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC","Folding of actin by CCT/TriC"
"REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","Formation of ATP by chemiosmotic coupling"
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE_","Formation of Fibrin Clot (Clotting Cascade)"
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","Formation of Incision Complex in GG-NER"
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_","Formation of RNA Pol II elongation complex "
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF_","Formation of Senescence-Associated Heterochromatin Foci (SAHF)"
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX","Formation of TC-NER Pre-Incision Complex"
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX","Formation of the beta-catenin:TCF transactivating complex"
"REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE","Formation of the cornified envelope"
"REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX","Formation of the Early Elongation Complex"
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","Formation of tubulin folding intermediates by CCT/TriC"
"REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE","Formation of xylulose-5-phosphate"
"REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS","Formyl peptide receptors bind formyl peptides and many other ligands"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION","FOXO-mediated transcription"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES","FOXO-mediated transcription of cell cycle genes"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES","FOXO-mediated transcription of cell death genes"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES","FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
"REACTOME_FREE_FATTY_ACID_RECEPTORS","Free fatty acid receptors"
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION","Free fatty acids regulate insulin secretion"
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING","FRS-mediated FGFR1 signaling"
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING","FRS-mediated FGFR2 signaling"
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING","FRS-mediated FGFR3 signaling"
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING","FRS-mediated FGFR4 signaling"
"REACTOME_FRUCTOSE_CATABOLISM","Fructose catabolism"
"REACTOME_FRUCTOSE_METABOLISM","Fructose metabolism"
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","G alpha (12/13) signalling events"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","G alpha (i) signalling events"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","G alpha (q) signalling events"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","G alpha (s) signalling events"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","G alpha (z) signalling events"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42","G beta:gamma signalling through CDC42"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","G beta:gamma signalling through PI3Kgamma"
"REACTOME_G_PROTEIN_ACTIVATION","G-protein activation"
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","G-protein beta:gamma signalling"
"REACTOME_G_PROTEIN_MEDIATED_EVENTS","G-protein mediated events"
"REACTOME_G0_AND_EARLY_G1","G0 and Early G1"
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","G1/S DNA Damage Checkpoints"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","G1/S-Specific Transcription"
"REACTOME_G2_M_CHECKPOINTS","G2/M Checkpoints"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT","G2/M DNA damage checkpoint"
"REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT","G2/M DNA replication checkpoint"
"REACTOME_G2_PHASE","G2 Phase"
"REACTOME_GAB1_SIGNALOSOME","GAB1 signalosome"
"REACTOME_GABA_B_RECEPTOR_ACTIVATION","GABA B receptor activation"
"REACTOME_GABA_RECEPTOR_ACTIVATION","GABA receptor activation"
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION","GABA synthesis, release, reuptake and degradation"
"REACTOME_GALACTOSE_CATABOLISM","Galactose catabolism"
"REACTOME_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION","Gamma carboxylation, hypusine formation and arylsulfatase activation"
"REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS","Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER","Gap-filling DNA repair synthesis and ligation in GG-NER"
"REACTOME_GAP_JUNCTION_ASSEMBLY","Gap junction assembly"
"REACTOME_GAP_JUNCTION_DEGRADATION","Gap junction degradation"
"REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION","Gap junction trafficking and regulation"
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK","Gastrin-CREB signalling pathway via PKC and MAPK"
"REACTOME_GDP_FUCOSE_BIOSYNTHESIS","GDP-fucose biosynthesis"
"REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation"
"REACTOME_GENE_SILENCING_BY_RNA","Gene Silencing by RNA"
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","Generation of second messenger molecules"
"REACTOME_GENOME_REPLICATION_AND_TRANSCRIPTION","Genome Replication and Transcription"
"REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION","GLI proteins bind promoters of Hh responsive genes to promote transcription"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER_","Global Genome Nucleotide Excision Repair (GG-NER)"
"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION","Glucagon-like Peptide-1 (GLP1) regulates insulin secretion"
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION","Glucagon signaling in metabolic regulation"
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","Glucagon-type ligand receptors"
"REACTOME_GLUCOCORTICOID_BIOSYNTHESIS","Glucocorticoid biosynthesis"
"REACTOME_GLUCONEOGENESIS","Gluconeogenesis"
"REACTOME_GLUCOSE_METABOLISM","Glucose metabolism"
"REACTOME_GLUCURONIDATION","Glucuronidation"
"REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM","Glutamate and glutamine metabolism"
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","Glutamate Neurotransmitter Release Cycle"
"REACTOME_GLUTATHIONE_CONJUGATION","Glutathione conjugation"
"REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING","Glutathione synthesis and recycling"
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS","Glycerophospholipid biosynthesis"
"REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM","Glycerophospholipid catabolism"
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS_","Glycogen breakdown (glycogenolysis)"
"REACTOME_GLYCOGEN_METABOLISM","Glycogen metabolism"
"REACTOME_GLYCOGEN_STORAGE_DISEASES","Glycogen storage diseases"
"REACTOME_GLYCOGEN_SYNTHESIS","Glycogen synthesis"
"REACTOME_GLYCOLYSIS","Glycolysis"
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","Glycosaminoglycan metabolism"
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM","Glycosphingolipid metabolism"
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION","Glyoxylate metabolism and glycine degradation"
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","Golgi Associated Vesicle Biogenesis"
"REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION","Golgi Cisternae Pericentriolar Stack Reorganization"
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT","Golgi-to-ER retrograde transport"
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING","GP1b-IX-V activation signalling"
"REACTOME_GPCR_LIGAND_BINDING","GPCR ligand binding"
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE","GPVI-mediated activation cascade"
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","GRB2 events in ERBB2 signaling"
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS_","GRB2:SOS provides linkage to MAPK signaling for Integrins "
"REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING","GRB7 events in ERBB2 signaling"
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING","Growth hormone receptor signaling"
"REACTOME_HATS_ACETYLATE_HISTONES","HATs acetylate histones"
"REACTOME_HCMV_EARLY_EVENTS","HCMV Early Events"
"REACTOME_HCMV_INFECTION","HCMV Infection"
"REACTOME_HCMV_LATE_EVENTS","HCMV Late Events"
"REACTOME_HDACS_DEACETYLATE_HISTONES","HDACs deacetylate histones"
"REACTOME_HDL_ASSEMBLY","HDL assembly"
"REACTOME_HDL_CLEARANCE","HDL clearance"
"REACTOME_HDL_REMODELING","HDL remodeling"
"REACTOME_HDMS_DEMETHYLATE_HISTONES","HDMs demethylate histones"
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR_","HDR through Homologous Recombination (HRR)"
"REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ_","HDR through MMEJ (alt-NHEJ)"
"REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA_","HDR through Single Strand Annealing (SSA)"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","Hedgehog ligand biogenesis"
"REACTOME_HEDGEHOG_OFF_STATE","Hedgehog 'off' state"
"REACTOME_HEDGEHOG_ON_STATE","Hedgehog 'on' state"
"REACTOME_HEME_BIOSYNTHESIS","Heme biosynthesis"
"REACTOME_HEME_DEGRADATION","Heme degradation"
"REACTOME_HEMOSTASIS","Hemostasis"
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM","Heparan sulfate/heparin (HS-GAG) metabolism"
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS","Highly calcium permeable nicotinic acetylcholine receptors"
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS","Highly calcium permeable postsynaptic nicotinic acetylcholine receptors"
"REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS","Highly sodium permeable postsynaptic acetylcholine nicotinic receptors"
"REACTOME_HISTIDINE_CATABOLISM","Histidine catabolism"
"REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY","HIV elongation arrest and recovery"
